#index,class_name,parent_name,size_param,size_decoded,id_hex,attr,alloc_idx,this_addr,parent_addr,vptr
5857,cGUIInstAnimControl,cGUIInstAnimVariable,288,288,0x7c431e8a,0,0,0x02205624,0x02205604,0x01ae28a8
5858,uGUI,uCoord,832,832,0x3f43bb2d,0,0,0x02205644,0x022046bc,0x01ae28a8
5859,uGUIScheduler,uGUI,832,832,0x5a290f8c,0,0,0x02205664,0x02205644,0x01ae28a8
5860,uGUISubtitles::Subtitles,MtObject,84,84,0x37690bb7,0,0,0x02205684,0x021e71e8,0x01ae28a8
5861,uGUISubtitles,uGUI,2752,2752,0x3b2c2a12,0,0,0x022056a4,0x02205644,0x01ae28a8
5862,nDraw::Animation,nDraw::Resource,24,24,0x1e08de68,0,0,0x022056c4,0x02205278,0x01ae28a8
5863,nDraw::CBuffer,nDraw::Resource,32,32,0x044d51a4,0,0,0x022056e4,0x02205278,0x01ae28a8
5864,nDraw::CBufferSystem,nDraw::Resource,24,24,0x16aa28a1,0,0,0x02205704,0x02205278,0x01ae28a8
5865,nDraw::Material,nDraw::Resource,160,160,0x4516e7ab,0,0,0x02205724,0x02205278,0x01ae28a8
5866,nDraw::MaterialStdEst,(root),160,160,0x7d2b31b3,0,0,0x02205744,0x022067a8,0x01ae28a8
5867,rMotionList,cResource,112,112,0x76820d81,0,0,0x02205764,0x022040dc,0x01ae28a8
5868,cAISvUserProcess,(root),64,64,0x58cfb9df,0,0,0x02205784,0x02209a0c,0x01ae28a8
5869,cAISvUserProcess::UserObjectInfo,MtObject,28,28,0x58c75f69,0,0,0x022057a4,0x021e71e8,0x01ae28a8
5870,cAIFSM,cAIObject,92,92,0x2e3e872e,0,0,0x022057c4,0x02204e50,0x01ae28a8
5871,cAIFSM::Core,MtObject,208,208,0x59f986bd,0,0,0x022057e4,0x021e71e8,0x01ae28a8
5872,cAIFSM::Core::ClearTransitionFromAllOnceParam,(root),12,12,0x6293217b,0,0,0x02205804,0x02205964,0x01ae28a8
5873,cAIFSM::Core::ClusterDriveInfo,cAIObject,44,44,0x57a76bc8,0,0,0x02205824,0x02204e50,0x01ae28a8
5874,cAIFSM::Core::ClusterWork,cAIObject,20,20,0x16dc8964,0,0,0x02205844,0x02204e50,0x01ae28a8
5875,cAIFSMProcessContainer,(root),24,24,0x0d624460,0,0,0x02205864,0x02205904,0x01ae28a8
5876,cAIFSMData,cAIObject,84,84,0x78b9c3db,0,0,0x02205884,0x02204e50,0x01ae28a8
5877,cAIFSMData::Cluster,MtObject,16,16,0x365184b8,0,0,0x022058a4,0x021e71e8,0x01ae28a8
5878,cAIFSMData::ClusterLog,MtObject,16,16,0x40fd6484,0,0,0x022058c4,0x021e71e8,0x01ae28a8
5879,cAIFSMData::Core,MtObject,96,96,0x296a2c1e,0,0,0x022058e4,0x021e71e8,0x01ae28a8
5880,cAIUserProcessContainer,cAIObject,24,24,0x1f4939f1,0,0,0x02205904,0x02204e50,0x01ae28a8
5881,cAIUserProcess,cAIObject,24,24,0x2bf30a0a,0,0,0x02205924,0x02204e50,0x01ae28a8
5882,cAIUserProcessCallback,cAIUserProcess,28,28,0x750aff3d,0,0,0x02205944,0x02205924,0x01ae28a8
5883,cAICopiableParameter,cAIResource,4,4,0x01209eca,0,0,0x02205964,0x02204e70,0x01ae28a8
5884,cAIUserProcessReference,cAIResource,12,12,0x76489cf9,0,0,0x02205984,0x02204e70,0x01ae28a8
5885,cAIFSMLink,cAIResource,16,16,0x63e6a949,0,0,0x022059a4,0x02204e70,0x01ae28a8
5886,cAIFSMNodeProcess,cAIUserProcessReference,40,40,0x609db540,0,0,0x022059c4,0x02205984,0x01ae28a8
5887,cAIFSMNode,cAIResource,60,60,0x5035d8fd,0,0,0x022059e4,0x02204e70,0x01ae28a8
5888,cAIFSMCluster,cAIResource,24,24,0x18868106,0,0,0x02205a04,0x02204e70,0x01ae28a8
5889,rAIFSM,cResource,120,120,0x66b45610,0,0,0x02205a24,0x022040dc,0x01ae28a8
5890,rAIFSMList,cResource,112,112,0x59ee2276,0,0,0x02205a44,0x022040dc,0x01ae28a8
5891,rAIFSMList::Info,MtObject,16,16,0x560d6f95,0,0,0x02205a64,0x021e71e8,0x01ae28a8
5892,nGUI::BlendState,MtObject,4,4,0x2299334b,0,0,0x02205a84,0x021e71e8,0x01ae28a8
5893,nGUI::SamplerState,MtObject,4,4,0x63cd621d,0,0,0x02205aa4,0x021e71e8,0x01ae28a8
5894,nGUI::Language,MtObject,4,4,0x2c605523,0,0,0x02205ac4,0x021e71e8,0x01ae28a8
5895,nGUI::WrapPoint,MtObject,12,12,0x418d2f2a,0,0,0x02205ae4,0x021e71e8,0x01ae28a8
5896,nGUI::Draw,MtObject,736,736,0x1a09494d,0,0,0x02205b04,0x021e71e8,0x01ae28a8
5897,rSoundRequest,cResource,176,176,0x1bcc4966,0,0,0x02205b28,0x022040dc,0x01ae28a8
5898,rCollisionHeightField,cResource,144,144,0x6158a4a8,0,0,0x02205b48,0x022040dc,0x01ae28a8
5899,sCollision::cSbcHeightField::cHeightField,MtObject,28,28,0x6634bdf3,0,0,0x02205b68,0x021e71e8,0x01ae28a8
5900,sCollision::cSbcHeightField,MtObject,24,24,0x217d9560,0,0,0x02205b88,0x021e71e8,0x01ae28a8
5901,sToolBase,cSystem,32,32,0x18e87cf1,0,0,0x02205bac,0x02204c94,0x01ae28a8
5902,rTexture,cResource,240,240,0x241f5deb,0,0,0x02205bcc,0x022040dc,0x01ae28a8
5903,rTextureMemory,rTexture,240,240,0x3608c2ee,0,0,0x02205bec,0x02205bcc,0x01ae28a8
5904,rTexturePNG,rTexture,240,240,0x4d548901,0,0,0x02205c0c,0x02205bcc,0x01ae28a8
5905,uMovie,cUnit,216,216,0x0f6fe858,0,0,0x02205c30,0x0220463c,0x01ae28a8
5906,cShadowPriorityState,MtObject,44,44,0x3623018e,1,0,0x02205c54,0x021e71e8,0x01ae28a8
5907,sShadow::Resource,MtObject,24,24,0x5b54154d,0,0,0x02205c74,0x021e71e8,0x01ae28a8
5908,sShadow::ViewConsistentResource,MtObject,32,32,0x2fbe769a,0,0,0x02205c94,0x021e71e8,0x01ae28a8
5909,sShadow::ResourceGroup,MtObject,368,368,0x24fe3d31,0,0,0x02205cb4,0x021e71e8,0x01ae28a8
5910,sShadow::Node,MtObject,48,48,0x0390a969,0,0,0x02205cd4,0x021e71e8,0x01ae28a8
5911,sShadow,cSystem,4464,4464,0x7c0bcc8f,0,0,0x02205cf4,0x02204c94,0x01ae28a8
5912,sApp,cSystem,10056,10056,0x2953c0ac,0,0,0x02205d24,0x02204c94,0x01ae28a8
5913,sApp::Item,MtObject,68,68,0x58c72e3d,0,0,0x02205d44,0x021e71e8,0x01ae28a8
5914,uEffect,(root),560,560,0x5ccdea6a,0,0,0x02205d68,0x022078f4,0x01ae28a8
5915,rGUI,cResource,224,224,0x22948394,0,0,0x02205d88,0x022040dc,0x01ae28a8
5916,rGUIFont,cResource,208,208,0x2d462600,0,0,0x02205da8,0x022040dc,0x01ae28a8
5917,rArchive::DecompressStream,MtStream,116,116,0x247eeb9b,0,0,0x02205dd4,0x02203bf0,0x01ae28a8
5918,rArchive,cResource,128,128,0x73850d05,0,0,0x02205df4,0x022040dc,0x01ae28a8
5919,sRemoteProcedure,cSystem,17496,17496,0x59638aa8,0,0,0x02205e28,0x02204c94,0x01ae28a8
5920,sRemoteProcedure::cTemporaryRemoteCall,(root),16,16,0x3ea2644a,0,0,0x02205e48,0x02205ecc,0x01ae28a8
5921,cRemoteProcedure,MtObject,80,80,0x3f44b436,1,0,0x02205e6c,0x021e71e8,0x01ae28a8
5922,cRemoteProcedureAsync,cRemoteProcedure,96,96,0x4043581f,0,0,0x02205e8c,0x02205e6c,0x01ae28a8
5923,cRemoteProcedureAsync::MsgMTFN_Async,(root),8,8,0x7c907717,0,0,0x02205eac,0x02205ecc,0x01ae28a8
5924,cRemoteCall,MtObject,8,8,0x4cd24d24,0,0,0x02205ecc,0x021e71e8,0x01ae28a8
5925,nNetwork::SessionDriver,MtObject,1264,1264,0x50402394,0,0,0x02205ef0,0x021e71e8,0x01ae28a8
5926,nNetwork::SessionListener,MtObject,4,4,0x6a469ad6,0,0,0x02205f10,0x021e71e8,0x01ae28a8
5927,nNetwork::Session,MtObject,5048,5048,0x37d8cd62,0,0,0x02205f30,0x021e71e8,0x01ae28a8
5928,cHttpClient,MtObject,33456,33456,0x48348426,0,0,0x02205f50,0x021e71e8,0x01ae28a8
5929,rModel,cResource,560,560,0x58a15856,0,0,0x02205f70,0x022040dc,0x01ae28a8
5930,rCnsTinyChain,(root),176,176,0x535d969f,0,0,0x02205f90,0x0220a9a4,0x01ae28a8
5931,uCnsJointOffset,(root),192,192,0x5107ce62,0,0,0x02205fb0,0x022078d4,0x01ae28a8
5932,nCollision::cMotionSequenceSupport,MtObject,36,36,0x05cd6df7,0,0,0x02205fd0,0x021e71e8,0x01ae28a8
5933,nCollision::cObjectBase,MtObject,8,8,0x1d2d7175,0,0,0x02205ff0,0x021e71e8,0x01ae28a8
5934,nCollision::cGeometry,nCollision::cObjectBase,48,48,0x411ccdc2,0,0,0x02206010,0x02205ff0,0x01ae28a8
5935,nCollision::cGeometryExpansion,nCollision::cGeometry,64,64,0x07799b24,0,0,0x02206030,0x02206010,0x01ae28a8
5936,nCollision::cGeometryJoint,nCollision::cGeometry,128,128,0x71ba0d2e,0,0,0x02206050,0x02206010,0x01ae28a8
5937,nCollision::cCollisionNode,nCollision::cObjectBase,96,96,0x49aea40c,0,0,0x02206070,0x02205ff0,0x01ae28a8
5938,nCollision::cCollisionNodeObject,nCollision::cCollisionNode,144,144,0x5f6c35ad,0,0,0x02206090,0x02206070,0x01ae28a8
5939,nCollision::cCollisionNodeGroup,MtObject,80,80,0x2404e3e2,0,0,0x022060b0,0x021e71e8,0x01ae28a8
5940,nCollision::cGeometryJointGroup,nCollision::cCollisionNode,144,144,0x1855e615,0,0,0x022060d0,0x02206070,0x01ae28a8
5941,sCollision::Node,nCollision::cCollisionNodeObject,160,160,0x0328e34b,0,0,0x022060f0,0x02206090,0x01ae28a8
5942,sCollision::ActiveNodeInfo,MtObject,32,32,0x10b479d2,0,0,0x02206110,0x021e71e8,0x01ae28a8
5943,sCollision::ColliderActiveNodeInfo,sCollision::ActiveNodeInfo,44,44,0x2c15d09a,0,0,0x02206130,0x02206110,0x01ae28a8
5944,sCollision::ColliderPassiveNodeInfo,MtObject,24,24,0x2161dcf0,0,0,0x02206150,0x021e71e8,0x01ae28a8
5945,sCollision::NodeList,MtObject,3740,3740,0x665bc6ef,0,0,0x02206170,0x021e71e8,0x01ae28a8
5946,sCollision::Collider::cNodeListArray,MtArray,20,20,0x1b639153,0,0,0x02206190,0x021e74f8,0x01ae28a8
5947,sCollision::Collider,MtObject,48,48,0x76d2ef9f,0,0,0x022061b0,0x021e71e8,0x01ae28a8
5948,uLight,cUnit,976,976,0x792b46c0,1,0,0x022061d0,0x0220463c,0x01ae28a8
5949,uLight::cHardwareDispCtrlLight,cUnit::cHardwareDispCtrl,20,20,0x7607df23,0,0,0x022061f0,0x0220465c,0x01ae28a8
5950,uInfiniteLight,uLight,992,992,0x5982031d,0,0,0x02206210,0x022061d0,0x01ae28a8
5951,uAmbientLight,uLight,992,992,0x7dcce7a6,0,0,0x02206230,0x022061d0,0x01ae28a8
5952,uPointLight,uLight,1120,1120,0x49a43f8e,0,0,0x02206250,0x022061d0,0x01ae28a8
5953,uCapsuleLight,uLight,1056,1056,0x22f683f8,0,0,0x02206270,0x022061d0,0x01ae28a8
5954,uSpotLight,uLight,1184,1184,0x6a2ec243,0,0,0x02206290,0x022061d0,0x01ae28a8
5955,uCuboidLight,uLight,1120,1120,0x7de525e7,0,0,0x022062b0,0x022061d0,0x01ae28a8
5956,uHemiSphereLight,uLight,1008,1008,0x60c10879,0,0,0x022062d0,0x022061d0,0x01ae28a8
5957,uCubeMapLight,uLight,1136,1136,0x24bce4bf,0,0,0x022062f0,0x022061d0,0x01ae28a8
5958,uPointCubeMapLight,uCubeMapLight,1168,1168,0x3261df4b,0,0,0x02206310,0x022062f0,0x01ae28a8
5959,uCapsuleCubeMapLight,uCubeMapLight,1184,1184,0x137cb3c6,0,0,0x02206330,0x022062f0,0x01ae28a8
5960,uCuboidCubeMapLight,uCubeMapLight,1424,1424,0x14d8e98f,0,0,0x02206350,0x022062f0,0x01ae28a8
5961,uBackLight,uLight,1120,1120,0x54a47ffe,0,0,0x02206370,0x022061d0,0x01ae28a8
5962,nPhysics::RigidBody,(root),168,168,0x7d1543d0,0,0,0x02206390,0x0220aa24,0x01ae28a8
5963,uRigidBody,(root),392,392,0x48938dd1,0,0,0x022063b4,0x0220aa84,0x01ae28a8
5964,rMaterial,cResource,112,112,0x2749c8a8,0,0,0x022063d4,0x022040dc,0x01ae28a8
5965,cAIPathTrace,(root),432,432,0x0aa4f8c9,1,0,0x022063f4,0x02206908,0x01ae28a8
5966,cAIPathTrace::TracePoint,MtObject,32,32,0x5f810788,0,0,0x02206414,0x021e71e8,0x01ae28a8
5967,cAINavPathTrace,cAIPathTrace,464,464,0x0ab5136b,0,0,0x02206434,0x022063f4,0x01ae28a8
5968,cAINavMultiPathTrace::MultiTracePoint,cAIPathTrace::TracePoint,48,48,0x461b0846,0,0,0x02206454,0x02206414,0x01ae28a8
5969,cAINavMultiPathTrace,cAINavPathTrace,640,640,0x3ceca0e9,0,0,0x02206474,0x02206434,0x01ae28a8
5970,cAIWayPathTrace,cAIPathTrace,448,448,0x6a0f9f8b,0,0,0x02206494,0x022063f4,0x01ae28a8
5971,cAIWayGraphTrace,cAIPathTrace,512,512,0x5d465fc8,0,0,0x022064b4,0x022063f4,0x01ae28a8
5972,cAIFieldPathTrace::FieldTracePoint,cAIPathTrace::TracePoint,48,48,0x2033a15c,0,0,0x022064d4,0x02206414,0x01ae28a8
5973,cAIFieldPathTrace,cAIWayPathTrace,496,496,0x0cf54b49,0,0,0x022064f4,0x02206494,0x01ae28a8
5974,uRagdoll,uRigidBody,464,464,0x581ed5cf,0,0,0x02206514,0x022063b4,0x01ae28a8
5975,uRagdoll::RIGID_BODY_INFO,MtObject,304,304,0x0bcee497,0,0,0x02206534,0x021e71e8,0x01ae28a8
5976,uRagdoll::JOINT_INFO,MtObject,36,36,0x435f0109,0,0,0x02206554,0x021e71e8,0x01ae28a8
5977,rRigidBody,cResource,176,176,0x2a4f96a8,0,0,0x02206574,0x022040dc,0x01ae28a8
5978,rRagdoll,rRigidBody,224,224,0x52dbdcd6,0,0,0x02206594,0x02206574,0x01ae28a8
5979,rSoundPhysicsJoint::cSoundJointRequestData,MtObject,24,24,0x24068902,0,0,0x022065b8,0x021e71e8,0x01ae28a8
5980,rSoundPhysicsJoint,cResource,4128,4128,0x31edc625,0,0,0x022065d8,0x022040dc,0x01ae28a8
5981,rSoundPhysicsList,cResource,640,640,0x6fe1ea15,0,0,0x022065fc,0x022040dc,0x01ae28a8
5982,rSoundPhysicsSoftBody::cSoundPhysicsRequestData,MtObject,20,20,0x51a10298,0,0,0x02206620,0x021e71e8,0x01ae28a8
5983,rSoundPhysicsSoftBody,cResource,640,640,0x7bec319a,0,0,0x02206640,0x022040dc,0x01ae28a8
5984,uCnsTinyChain::cChainNode,(root),416,416,0x4af2141c,0,0,0x02206660,0x0220ac48,0x01ae28a8
5985,uCnsTinyChain::cChainGroup,(root),384,384,0x2dbacfe4,0,0,0x02206680,0x0220ac68,0x01ae28a8
5986,uCnsTinyChain,(root),832,832,0x2e2e90c7,0,0,0x022066a0,0x0220aca8,0x01ae28a8
5987,sVibration,cSystem,2128,2128,0x5a4279d6,0,0,0x022066c4,0x02204c94,0x01ae28a8
5988,rVibration,cResource,120,120,0x358012e8,0,0,0x022066e4,0x022040dc,0x01ae28a8
5989,cZoneContents,MtObject,16,16,0x27a6831e,0,0,0x02206704,0x021e71e8,0x01ae28a8
5990,cZoneListener,MtObject,32,32,0x06c0a64b,1,0,0x02206724,0x021e71e8,0x01ae28a8
5991,cZoneListenerEx,cZoneListener,88,88,0x7fe8549d,0,0,0x02206744,0x02206724,0x01ae28a8
5992,sZone,cSystem,660,660,0x263222d8,0,0,0x02206768,0x02204c94,0x01ae28a8
5993,sTool,sToolBase,32,32,0x262adc0e,0,0,0x02206788,0x02205bac,0x01ae28a8
5994,nDraw::MaterialStd,nDraw::Material,160,160,0x5fb0ebe4,0,0,0x022067a8,0x02205724,0x01ae28a8
5995,rCameraList,cResource,112,112,0x39c52040,0,0,0x022067c8,0x022040dc,0x01ae28a8
5996,rEffectList,cResource,152,152,0x6d5ae854,0,0,0x022067e8,0x022040dc,0x01ae28a8
5997,rEffect2D,cResource,160,160,0x276de8b7,0,0,0x02206808,0x022040dc,0x01ae28a8
5998,rCollision,cResource,240,240,0x51fc779f,0,0,0x02206828,0x022040dc,0x01ae28a8
5999,cAIPacket,cAIObject,56,56,0x4293a408,0,0,0x02206848,0x02204e50,0x01ae28a8
6000,cAIPacketList,cAIObject,136,136,0x717d2f2c,0,0,0x02206868,0x02204e50,0x01ae28a8
6001,cAIPacketQueue,cAIObject,16,16,0x0cfed18c,0,0,0x02206888,0x02204e50,0x01ae28a8
6002,cAIGraph,(root),120,120,0x00347f62,0,0,0x022068a8,0x0220994c,0x01ae28a8
6003,cAIGraph::Node,MtObject,20,20,0x0b8eaa32,0,0,0x022068c8,0x021e71e8,0x01ae28a8
6004,cAIGraph::Area,cAIGraph::Node,28,28,0x59657f1f,0,0,0x022068e8,0x022068c8,0x01ae28a8
6005,cAIAStar,cAIGraph,228,228,0x23acf968,0,0,0x02206908,0x022068a8,0x01ae28a8
6006,cAITreeBase,(root),92,92,0x3cb5b341,0,0,0x02206928,0x0220994c,0x01ae28a8
6007,cAITreeBase::Node,MtObject,12,12,0x3ff20e5a,0,0,0x02206948,0x021e71e8,0x01ae28a8
6008,cAIQuadTree,cAITreeBase,144,144,0x608948b0,0,0,0x02206968,0x02206928,0x01ae28a8
6009,nDraw::RenderTargetView,nDraw::Resource,40,40,0x7e585852,0,0,0x02206988,0x02205278,0x01ae28a8
6010,nDraw::DepthStencilView,nDraw::Resource,40,40,0x61c5df74,0,0,0x022069a8,0x02205278,0x01ae28a8
6011,nDraw::Texture,(root),80,80,0x262d81b7,0,0,0x022069c8,0x02209864,0x01ae28a8
6012,nDraw::RasterizerState,nDraw::Resource,56,56,0x15386913,0,0,0x022069e8,0x02205278,0x01ae28a8
6013,nPrim::PrimVertex,MtObject,96,96,0x20c62339,0,0,0x02206a08,0x021e71e8,0x01ae28a8
6014,uFreeCamera,(root),224,224,0x1a0bab1b,0,0,0x02206a38,0x02207894,0x01ae28a8
6015,uScreenSpace,cUnit,640,640,0x60f09ae5,0,0,0x02206a58,0x0220463c,0x01ae28a8
6016,rRenderTargetTexture,rTexture,240,240,0x7808ea10,0,0,0x02206a78,0x02205bcc,0x01ae28a8
6017,uEffect2D,uCoord,400,400,0x430c857e,0,0,0x02206a98,0x022046bc,0x01ae28a8
6018,cGUIMessageAnalyzer,MtObject,120,120,0x6dc2bf5b,0,0,0x02206ab8,0x021e71e8,0x01ae28a8
6019,rTextureJpeg,rTexture,256,256,0x12ffa9a5,0,0,0x02206ad8,0x02205bcc,0x01ae28a8
6020,rGUIIconInfo,cResource,120,120,0x07f768af,0,0,0x02206af8,0x022040dc,0x01ae28a8
6021,nNetwork::Callback,MtObject,3420,3420,0x099e110a,0,0,0x02206b18,0x021e71e8,0x01ae28a8
6022,nNetwork::Callback::Entry,MtObject,12,12,0x17ad750e,0,0,0x02206b38,0x021e71e8,0x01ae28a8
6023,nNetwork::Callback::Queue,(root),188,188,0x4371971d,0,0,0x02206b58,0x0220914c,0x01ae28a8
6024,nNetwork::nAchievement::Object,MtObject,104,104,0x24170508,0,0,0x02206b78,0x021e71e8,0x01ae28a8
6025,rSoundReverb,cResource,144,144,0x232e228c,0,0,0x02206ba8,0x022040dc,0x01ae28a8
6026,rSoundReverb::cSoundReverbData,MtObject,68,68,0x4e1eca49,0,0,0x02206bc8,0x021e71e8,0x01ae28a8
6027,rSoundCurveXml::Element,MtObject,12,12,0x3694a441,0,0,0x02206bec,0x021e71e8,0x01ae28a8
6028,rSoundCurveXml::Curve,MtObject,36,36,0x2e60c5bf,0,0,0x02206c0c,0x021e71e8,0x01ae28a8
6029,rSoundCurveXml,cResource,144,144,0x592d804b,0,0,0x02206c2c,0x022040dc,0x01ae28a8
6030,rSoundDirectionalCurveXml::Element,MtObject,12,12,0x3a962172,0,0,0x02206c50,0x021e71e8,0x01ae28a8
6031,rSoundDirectionalCurveXml::Curve,MtObject,36,36,0x6cc76a1b,0,0,0x02206c70,0x021e71e8,0x01ae28a8
6032,rSoundDirectionalCurveXml,cResource,128,128,0x3a96d8a0,0,0,0x02206c90,0x022040dc,0x01ae28a8
6033,rSoundDirectionalSet,cResource,136,136,0x0315e81f,0,0,0x02206cb4,0x022040dc,0x01ae28a8
6034,rSoundBank,cResource,128,128,0x15d782fb,0,0,0x02206cd8,0x022040dc,0x01ae28a8
6035,rSoundPhysicsRigidBody::cSoundFirstRequestData,MtObject,16,16,0x0a359448,0,0,0x02206cfc,0x021e71e8,0x01ae28a8
6036,rSoundPhysicsRigidBody::cSoundFinishRequestData,MtObject,16,16,0x781a43fa,0,0,0x02206d1c,0x021e71e8,0x01ae28a8
6037,rSoundPhysicsRigidBody::cSoundSlideRequestData,MtObject,20,20,0x528fcfdb,0,0,0x02206d3c,0x021e71e8,0x01ae28a8
6038,rSoundPhysicsRigidBody::cSoundRollRequestData,MtObject,20,20,0x365f18cd,0,0,0x02206d5c,0x021e71e8,0x01ae28a8
6039,rSoundPhysicsRigidBody::cSoundPhysicsRequestData,MtObject,20,20,0x246a7743,0,0,0x02206d7c,0x021e71e8,0x01ae28a8
6040,rSoundPhysicsRigidBody,cResource,1584,1584,0x1eb3767c,0,0,0x02206d9c,0x022040dc,0x01ae28a8
6041,rShader2,cResource,120,120,0x09e6b5f0,0,0,0x02206dbc,0x022040dc,0x01ae28a8
6042,sPrimitive,cSystem,480,480,0x44acf2c4,0,0,0x02206de0,0x02204c94,0x01ae28a8
6043,rSwingModel,cResource,128,128,0x257d2f7c,0,0,0x02206e00,0x022040dc,0x01ae28a8
6044,rImplicitSurface,cResource,120,120,0x7c832b6a,0,0,0x02206e20,0x022040dc,0x01ae28a8
6045,uFog,cUnit,416,416,0x47fe02ac,1,0,0x02206e40,0x0220463c,0x01ae28a8
6046,uColorFog,uFog,736,736,0x19e8a182,0,0,0x02206e60,0x02206e40,0x01ae28a8
6047,uLightScatteringFog,uFog,576,576,0x4c335ed1,0,0,0x02206e80,0x02206e40,0x01ae28a8
6048,sGpuParticle,cSystem,280,280,0x2e804724,0,0,0x02206ea4,0x02204c94,0x01ae28a8
6049,uSkyFog,uFog,432,432,0x6ba87eff,0,0,0x02206ec4,0x02206e40,0x01ae28a8
6050,uSky,cUnit,1184,1184,0x43709b50,0,0,0x02206ee4,0x0220463c,0x01ae28a8
6051,rSky,cResource,368,368,0x5ea7a3e9,0,0,0x02206f04,0x022040dc,0x01ae28a8
6052,rStarCatalog,cResource,112,112,0x3e356f93,0,0,0x02206f24,0x022040dc,0x01ae28a8
6053,sCapture,cSystem,336,336,0x612df6e2,0,0,0x02206f7c,0x02204c94,0x01ae28a8
6054,sPlatformUtil,cSystem,32,32,0x114842d4,0,0,0x02206fa0,0x02204c94,0x01ae28a8
6055,nPhysics::Material,MtObject,32,32,0x152995dc,0,0,0x02206fc0,0x021e71e8,0x01ae28a8
6056,rOccluder,cResource,112,112,0x6a5cdd23,0,0,0x02206fe0,0x022040dc,0x01ae28a8
6057,rOccluder::cQuad,MtObject,96,96,0x740641f7,0,0,0x02207000,0x021e71e8,0x01ae28a8
6058,sBenchmark::BenchmarkInfo,MtObject,24,24,0x53f155d9,0,0,0x02207038,0x021e71e8,0x01ae28a8
6059,sBenchmark,cSystem,6216,6216,0x52ff77e1,0,0,0x02207058,0x02204c94,0x01ae28a8
6060,sCoprocessor,cSystem,8440,8440,0x77711879,0,0,0x022070cc,0x02204c94,0x01ae28a8
6061,uWind,cUnit,720,720,0x28924381,0,0,0x022070ec,0x0220463c,0x01ae28a8
6062,uWind::WindGenerator,MtObject,128,128,0x27dcdc08,0,0,0x0220710c,0x021e71e8,0x01ae28a8
6063,uShallowWind,uWind,784,784,0x09c893db,0,0,0x0220712c,0x022070ec,0x01ae28a8
6064,uAdhesion,cUnit,136,136,0x7a9a76ae,0,0,0x0220714c,0x0220463c,0x01ae28a8
6065,uActorModel::Constraint,MtObject,16,16,0x3d9c4b1e,0,0,0x0220716c,0x021e71e8,0x01ae28a8
6066,uActorModel,uModel,7680,7680,0x4ce3c431,0,0,0x0220718c,0x0220533c,0x01ae28a8
6067,uModelSky,uBaseModel,3744,3744,0x1ec9902c,0,0,0x022071ac,0x0220531c,0x01ae28a8
6068,uModelPlaneClip,uModel,6656,6656,0x1496d88c,0,0,0x022071cc,0x0220533c,0x01ae28a8
6069,uModelSymmetry,uBaseModel,3712,3712,0x113ada76,0,0,0x022071ec,0x0220531c,0x01ae28a8
6070,rMovie,cResource,104,104,0x126ad8e0,1,0,0x0220720c,0x022040dc,0x01ae28a8
6071,rMovieOnMemory,rMovie,112,112,0x5f84f7c4,0,0,0x0220722c,0x0220720c,0x01ae28a8
6072,rMovieOnDisk,rMovie,112,112,0x31f693d6,0,0,0x0220724c,0x0220720c,0x01ae28a8
6073,rMovieOnMemoryInterMediate,rMovieOnMemory,112,112,0x17a69ace,0,0,0x0220726c,0x0220722c,0x01ae28a8
6074,rMovieOnDiskInterMediate,rMovieOnDisk,112,112,0x71950384,0,0,0x0220728c,0x0220724c,0x01ae28a8
6075,uShadow,cUnit,368,368,0x1fdbf9b5,1,0,0x022072ac,0x0220463c,0x01ae28a8
6076,uShadow::cHardwareDispCtrlShadow,cUnit::cHardwareDispCtrl,20,20,0x398d7bb4,0,0,0x022072cc,0x0220465c,0x01ae28a8
6077,uLightSpaceShadow,uShadow,416,416,0x194984aa,0,0,0x022072ec,0x022072ac,0x01ae28a8
6078,uStableShadow,uShadow,416,416,0x032ce905,0,0,0x0220730c,0x022072ac,0x01ae28a8
6079,uUniformShadow,uShadow,384,384,0x26f86feb,0,0,0x0220732c,0x022072ac,0x01ae28a8
6080,uSpotShadow,uShadow,832,832,0x6b792eab,0,0,0x0220734c,0x022072ac,0x01ae28a8
6081,uPointShadow,uShadow,688,688,0x0e0f1a5b,0,0,0x0220736c,0x022072ac,0x01ae28a8
6082,uCameraEffect,uEffect,576,576,0x70a0f5e2,0,0,0x0220738c,0x02205d68,0x01ae28a8
6083,rSceneTexture,rTexture,280,280,0x4323d83a,0,0,0x022073ac,0x02205bcc,0x01ae28a8
6084,rCnsIK::JointInfo,MtObject,28,28,0x5e9a0bca,0,0,0x022073cc,0x021e71e8,0x01ae28a8
6085,rCnsIK,(root),816,816,0x5a7fea62,0,0,0x022073ec,0x0220a9a4,0x01ae28a8
6086,uCnsTinyIK,(root),720,720,0x30ba7ece,0,0,0x0220740c,0x022078d4,0x01ae28a8
6087,uCnsLookAt,(root),176,176,0x09debcd6,0,0,0x0220742c,0x022078d4,0x01ae28a8
6088,uCnsMatrix,(root),208,208,0x3db67bf2,0,0,0x0220744c,0x022078d4,0x01ae28a8
6089,uCnsChain,(root),3360,3360,0x640e20c1,0,0,0x0220746c,0x022078d4,0x01ae28a8
6090,uCnsChain::cCnsChild,(root),136,136,0x64a5bd88,2,0,0x0220748c,0x022078d4,0x01ae28a8
6091,uGrassWind,(root),1528,1528,0x66eba78b,1,0,0x022074ac,0x02208920,0x01ae28a8
